timestamp,session_id,user_id,track_id,filename,action,duration,justification,details
2026-01-29T20:21:53.479494,b81440dc-5c5a-4b3e-ba11-eb710cdd424d,russhil,9c25b40d-a08c-5480-bda8-e829b82df735,"Jhol - Acoustic - Maanu, Annural Khalid, Abdullah Siddiqui.mp3",play,0,,
2026-01-29T20:22:29.567198,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,108450b1-f1ee-5f6c-afa4-9963bd57b9a9,"Hivde Ro Har - Maina Rao, Jai Vaishnav.mp3",play,0,,
2026-01-29T20:22:31.532568,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,e629ea25-acb0-50c2-b042-4460f3f40a08,"Thuthkaro - Sonu Kanwar, Kailash Jangid.mp3",play,0,,
2026-01-29T20:22:33.316170,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,8623ec0a-ba5a-5dbd-b11c-5350ea6dc27f,Without Me - AP Dhillon.mp3,play,0,,
2026-01-29T20:22:35.026651,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,80e2f40e-242e-5715-948b-178104f48bae,"Studio Killers, Kim Petras - Jenny (feat. Kim Petras).mp3",play,0,,
2026-01-29T20:22:36.485970,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,bfd9c5f0-ac81-5e84-b1d1-0c286e43948c,Velocity - Nanku.mp3,play,0,,
2026-01-29T20:22:45.587878,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,5225823b-7418-5053-a492-d17abc9b6c91,Heera Panna Ro Rukh - Maina Rao.mp3,play,0,,
2026-01-29T20:22:47.206828,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,c8f3718a-c2a8-5b2f-8ae3-03ffe86dadac,"Itni Si Baat Hain (From _Azhar_) - Arijit Singh, Antara Mitra.mp3",play,0,,
2026-01-29T20:22:48.666711,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,fd6f76a4-2160-50e5-b82a-2bbcc7ef8d63,Chhoti Si Umar Parnai - Maina Rao.mp3,play,0,,
2026-01-29T20:22:50.166608,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,14599164-ba1a-5589-8c1d-30fe9c53aa9d,"Kajal Ko Tiko - Sonu Kanwar, SP Jodha.mp3",play,0,,
2026-01-29T20:22:51.476826,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,63d1d6f5-b052-5346-8496-7573800d9925,Mon Renak Mon Katha - Sagun Hembram.mp3,play,0,,
2026-01-29T20:22:53.125777,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,b7bc6ca5-c3e7-54f4-99b3-b6bf75dbe77f,"Kunwari Hoti To Pipal Pujti - Dinesh Dewasi, Lajju Chouhan.mp3",play,0,,
2026-01-29T20:22:55.428759,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,9272d4be-0bee-576b-94a5-1ea9e9a12079,Hindo Galadu Satsang Mein - Neeta Nayak.mp3,play,0,,
2026-01-29T20:22:56.736468,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,467e4b55-dafd-5919-9bf6-d9736aef0ad7,Duji Vaar Pyar - Sunanda Sharma.mp3,play,0,,
2026-01-29T20:22:57.955813,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,888e3f21-a4f4-5346-8478-145d58c7c9e6,"Kesar Ki Kyari - Rini Chandra, Honey Trouper, Priyanka R Bala.mp3",play,0,,
2026-01-29T20:22:59.136789,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,aa0cdcb1-241b-5469-b482-ff83347bde88,"Rajasthani Folk Anthem 4 - Dhirja Rajpurohit, Sumsa Supari, Mr Radhey.mp3",play,0,,
2026-01-29T20:23:00.752513,0d2d655f-7492-45b0-9baa-3183e65e9091,russhil,63bc6072-6084-5c86-8678-b55d5c854413,"American Boy - Estelle, Kanye West.mp3",play,0,,
